edge,label
"(87, 224)",0
"(87, 225)",0
"(87, 226)",0
"(87, 229)",0
"(87, 230)",0
"(87, 231)",0
"(87, 233)",0
"(87, 236)",0
"(87, 239)",0
"(87, 240)",0
"(87, 241)",0
"(87, 242)",0
"(87, 243)",0
"(87, 245)",0
"(87, 246)",0
"(87, 247)",0
"(87, 248)",0
"(87, 249)",0
"(87, 250)",0
"(87, 252)",0
"(88, 89)",1
"(88, 90)",0
"(88, 91)",0
"(88, 93)",1
"(88, 94)",1
"(88, 95)",0
"(88, 96)",1
"(88, 98)",0
"(88, 100)",1
"(88, 101)",1
"(88, 104)",1
"(88, 105)",1
"(88, 108)",1
"(88, 109)",1
"(88, 112)",1
"(88, 114)",1
"(88, 115)",1
"(88, 116)",0
"(88, 119)",1
"(88, 120)",0
"(88, 123)",0
"(88, 126)",0
"(88, 128)",1
"(88, 130)",1
"(88, 132)",1
"(88, 133)",0
"(88, 135)",0
"(88, 136)",1
"(88, 138)",0
"(88, 140)",0
"(88, 141)",1
"(88, 142)",0
"(88, 144)",1
"(88, 145)",1
"(88, 146)",0
"(88, 147)",0
"(88, 150)",1
"(88, 153)",0
"(88, 154)",1
"(88, 155)",0
"(88, 158)",1
"(88, 159)",1
"(88, 160)",0
"(88, 161)",1
"(88, 162)",1
"(88, 163)",0
"(88, 164)",0
"(88, 165)",1
"(88, 167)",0
"(88, 170)",1
"(88, 171)",0
"(88, 173)",0
"(88, 174)",1
"(88, 175)",1
"(88, 176)",0
"(88, 177)",0
"(88, 178)",1
"(88, 179)",1
"(88, 180)",1
"(88, 181)",1
"(88, 184)",1
"(88, 185)",1
"(88, 186)",1
"(88, 189)",0
"(88, 190)",1
"(88, 191)",0
"(88, 194)",0
"(88, 196)",1
"(88, 198)",1
"(88, 200)",1
"(88, 201)",0
"(88, 202)",0
"(88, 203)",0
"(88, 204)",0
"(88, 205)",1
"(88, 210)",0
"(88, 212)",1
"(88, 213)",1
"(88, 214)",1
"(88, 215)",1
"(88, 217)",1
"(88, 219)",0
"(88, 221)",1
"(88, 224)",1
"(88, 225)",1
"(88, 226)",0
"(88, 228)",0
"(88, 229)",0
"(88, 231)",1
"(88, 232)",0
"(88, 234)",0
"(88, 235)",0
"(88, 238)",1
"(88, 242)",1
"(88, 243)",0
"(88, 245)",0
"(88, 248)",0
"(88, 249)",1
"(88, 251)",1
"(88, 253)",0
"(88, 254)",0
"(89, 90)",0
"(89, 92)",1
"(89, 93)",1
"(89, 94)",1
"(89, 95)",0
"(89, 96)",1
"(89, 97)",0
"(89, 99)",0
"(89, 100)",1
"(89, 101)",1
"(89, 105)",1
"(89, 106)",1
"(89, 108)",1
"(89, 110)",0
"(89, 112)",1
"(89, 114)",1
"(89, 115)",1
"(89, 122)",1
"(89, 126)",0
"(89, 128)",1
"(89, 129)",1
"(89, 130)",1
"(89, 133)",0
"(89, 134)",0
"(89, 135)",0
"(89, 136)",1
"(89, 138)",0
"(89, 139)",0
"(89, 142)",0
"(89, 143)",1
"(89, 146)",0
"(89, 149)",1
"(89, 150)",1
"(89, 155)",0
"(89, 156)",1
"(89, 158)",1
"(89, 159)",1
"(89, 160)",0
"(89, 161)",1
"(89, 163)",0
"(89, 164)",0
"(89, 166)",0
"(89, 168)",1
"(89, 169)",1
"(89, 170)",1
"(89, 172)",1
"(89, 173)",0
"(89, 177)",0
"(89, 180)",1
"(89, 181)",1
"(89, 182)",0
"(89, 183)",0
"(89, 184)",1
"(89, 185)",1
"(89, 187)",1
"(89, 189)",0
"(89, 190)",1
"(89, 192)",0
"(89, 193)",0
"(89, 194)",0
"(89, 195)",1
"(89, 198)",1
"(89, 199)",1
"(89, 204)",0
"(89, 205)",1
"(89, 206)",1
"(89, 207)",1
"(89, 208)",0
"(89, 209)",0
"(89, 211)",0
"(89, 212)",1
"(89, 213)",1
"(89, 214)",1
"(89, 216)",1
"(89, 217)",1
"(89, 218)",0
"(89, 219)",0
"(89, 220)",0
"(89, 222)",0
"(89, 223)",0
"(89, 225)",1
"(89, 226)",0
"(89, 227)",0
"(89, 228)",1
"(89, 229)",0
"(89, 233)",0
"(89, 234)",0
"(89, 236)",1
"(89, 237)",0
"(89, 238)",1
"(89, 239)",0
"(89, 240)",1
"(89, 241)",1
"(89, 242)",1
"(89, 243)",0
"(89, 244)",1
"(89, 245)",0
"(89, 247)",0
"(89, 249)",1
"(89, 250)",0
"(89, 251)",1
"(89, 252)",0
"(90, 91)",0
"(90, 92)",0
"(90, 93)",0
"(90, 94)",0
"(90, 95)",0
"(90, 96)",0
"(90, 97)",0
"(90, 98)",0
"(90, 100)",0
"(90, 101)",0
"(90, 102)",0
"(90, 103)",0
"(90, 107)",0
"(90, 109)",0
"(90, 110)",0
"(90, 111)",0
"(90, 112)",0
"(90, 113)",0
"(90, 115)",0
"(90, 116)",0
"(90, 117)",0
"(90, 119)",0
"(90, 121)",0
"(90, 122)",0
"(90, 124)",0
"(90, 125)",0
"(90, 126)",0
"(90, 130)",0
"(90, 131)",0
"(90, 132)",0
"(90, 134)",0
"(90, 135)",0
"(90, 136)",0
"(90, 138)",0
"(90, 139)",0
"(90, 140)",0
"(90, 141)",0
"(90, 142)",0
"(90, 143)",0
"(90, 144)",0
"(90, 145)",0
"(90, 146)",0
"(90, 149)",0
"(90, 150)",0
"(90, 151)",0
"(90, 153)",0
"(90, 155)",0
"(90, 157)",0
"(90, 158)",0
"(90, 159)",0
"(90, 160)",0
"(90, 161)",0
"(90, 162)",0
"(90, 163)",0
"(90, 165)",0
"(90, 167)",0
"(90, 170)",0
"(90, 172)",0
"(90, 173)",0
"(90, 174)",0
"(90, 175)",0
"(90, 177)",0
"(90, 180)",0
"(90, 183)",0
"(90, 184)",0
"(90, 185)",0
"(90, 186)",0
"(90, 187)",0
"(90, 190)",0
"(90, 192)",0
"(90, 196)",0
"(90, 197)",0
"(90, 198)",0
"(90, 200)",0
"(90, 201)",0
"(90, 203)",0
"(90, 204)",0
"(90, 205)",0
"(90, 206)",0
"(90, 209)",0
"(90, 210)",0
"(90, 211)",0
"(90, 212)",0
"(90, 213)",0
"(90, 214)",0
"(90, 215)",0
"(90, 216)",0
"(90, 218)",0
"(90, 219)",0
"(90, 221)",0
"(90, 222)",0
"(90, 223)",0
"(90, 225)",0
"(90, 228)",0
"(90, 232)",0
"(90, 235)",0
"(90, 237)",0
"(90, 238)",0
"(90, 239)",0
"(90, 240)",0
"(90, 241)",0
"(90, 242)",0
"(90, 245)",0
"(90, 247)",0
"(90, 251)",0
"(90, 252)",0
"(91, 92)",0
"(91, 93)",0
"(91, 94)",0
"(91, 95)",0
"(91, 97)",0
"(91, 98)",0
"(91, 99)",0
"(91, 100)",0
"(91, 102)",0
"(91, 103)",0
"(91, 105)",0
"(91, 106)",0
"(91, 108)",0
"(91, 111)",0
"(91, 112)",0
"(91, 113)",0
"(91, 114)",0
"(91, 116)",0
"(91, 117)",0
"(91, 118)",0
"(91, 119)",0
"(91, 120)",0
"(91, 121)",0
"(91, 122)",0
"(91, 123)",0
"(91, 124)",0
"(91, 125)",0
"(91, 127)",0
"(91, 129)",0
"(91, 130)",0
"(91, 131)",0
"(91, 132)",0
"(91, 133)",0
"(91, 136)",0
"(91, 137)",0
"(91, 139)",0
"(91, 140)",0
"(91, 143)",0
"(91, 145)",0
"(91, 146)",0
"(91, 147)",0
"(91, 148)",0
"(91, 149)",0
"(91, 151)",0
"(91, 152)",0
"(91, 153)",0
"(91, 155)",0
"(91, 156)",0
"(91, 157)",0
"(91, 158)",0
"(91, 159)",0
"(91, 160)",0
"(91, 161)",0
"(91, 162)",0
"(91, 163)",0
"(91, 164)",0
"(91, 168)",0
"(91, 169)",0
"(91, 171)",0
"(91, 172)",0
"(91, 173)",0
"(91, 174)",0
"(91, 175)",0
"(91, 178)",0
"(91, 179)",0
"(91, 180)",0
"(91, 181)",0
"(91, 183)",0
"(91, 184)",0
"(91, 185)",0
"(91, 187)",0
"(91, 189)",0
"(91, 190)",0
"(91, 191)",0
"(91, 199)",0
"(91, 201)",0
"(91, 202)",0
"(91, 203)",0
"(91, 204)",0
"(91, 206)",0
"(91, 208)",0
"(91, 211)",0
"(91, 212)",0
"(91, 213)",0
"(91, 215)",0
"(91, 218)",0
"(91, 219)",0
"(91, 220)",0
"(91, 222)",0
"(91, 223)",0
"(91, 225)",0
"(91, 227)",0
"(91, 228)",0
"(91, 229)",0
"(91, 230)",0
"(91, 231)",0
"(91, 232)",0
"(91, 233)",0
"(91, 234)",0
"(91, 235)",0
"(91, 236)",0
"(91, 240)",0
"(91, 245)",0
"(91, 246)",0
"(91, 248)",0
"(91, 250)",0
"(91, 254)",0
"(92, 93)",1
"(92, 95)",0
"(92, 98)",1
"(92, 100)",1
"(92, 103)",1
"(92, 104)",1
"(92, 106)",1
"(92, 107)",0
"(92, 109)",1
"(92, 111)",0
"(92, 112)",1
"(92, 114)",1
"(92, 115)",1
"(92, 120)",0
"(92, 121)",1
"(92, 123)",0
"(92, 124)",1
"(92, 126)",0
"(92, 128)",1
"(92, 131)",0
"(92, 134)",0
"(92, 135)",0
"(92, 136)",1
"(92, 137)",1
"(92, 140)",0
"(92, 142)",0
"(92, 143)",1
"(92, 144)",1
"(92, 145)",1
"(92, 146)",0
"(92, 149)",1
"(92, 150)",1
"(92, 151)",1
"(92, 156)",1
"(92, 157)",0
"(92, 158)",1
"(92, 160)",0
"(92, 161)",1
"(92, 164)",0
"(92, 168)",1
"(92, 169)",1
"(92, 171)",0
"(92, 172)",1
"(92, 173)",0
"(92, 174)",1
"(92, 176)",0
"(92, 177)",0
"(92, 178)",1
"(92, 180)",1
"(92, 183)",0
"(92, 186)",1
"(92, 187)",1
"(92, 189)",0
"(92, 190)",1
"(92, 191)",0
"(92, 193)",0
"(92, 195)",1
"(92, 196)",1
"(92, 198)",1
"(92, 202)",0
"(92, 204)",0
"(92, 205)",0
"(92, 206)",1
"(92, 208)",0
"(92, 209)",0
"(92, 210)",0
"(92, 211)",0
"(92, 213)",1
"(92, 214)",1
"(92, 215)",1
"(92, 216)",1
"(92, 217)",1
"(92, 218)",0
"(92, 219)",0
"(92, 220)",0
"(92, 222)",0
"(92, 223)",0
"(92, 224)",1
"(92, 225)",1
"(92, 227)",0
"(92, 229)",0
"(92, 230)",0
"(92, 231)",1
"(92, 232)",0
"(92, 233)",0
"(92, 237)",0
"(92, 239)",0
"(92, 241)",1
"(92, 242)",1
"(92, 243)",0
"(92, 244)",1
"(92, 245)",0
"(92, 246)",1
"(92, 248)",0
"(92, 249)",1
"(92, 254)",0
"(93, 94)",1
"(93, 96)",1
"(93, 100)",1
"(93, 101)",1
"(93, 104)",1
"(93, 108)",1
"(93, 109)",1
"(93, 110)",0
"(93, 113)",0
"(93, 119)",1
"(93, 122)",1
"(93, 123)",0
"(93, 127)",1
"(93, 128)",1
"(93, 129)",1
"(93, 130)",1
"(93, 133)",0
"(93, 135)",0
"(93, 136)",1
"(93, 138)",0
"(93, 139)",0
"(93, 140)",0
"(93, 142)",0
"(93, 143)",1
"(93, 144)",1
"(93, 145)",1
"(93, 146)",0
"(93, 147)",0
"(93, 148)",1
"(93, 149)",1
"(93, 150)",1
"(93, 152)",1
"(93, 153)",0
"(93, 155)",0
"(93, 156)",1
"(93, 157)",0
"(93, 158)",1
"(93, 159)",1
"(93, 160)",0
"(93, 164)",0
"(93, 165)",1
"(93, 166)",0
"(93, 167)",0
"(93, 168)",1
"(93, 172)",1
"(93, 173)",0
"(93, 176)",0
"(93, 178)",1
"(93, 179)",1
"(93, 182)",0
"(93, 183)",0
"(93, 184)",1
"(93, 186)",1
"(93, 189)",0
"(93, 194)",0
"(93, 197)",1
"(93, 198)",1
"(93, 200)",1
"(93, 201)",0
"(93, 202)",0
"(93, 203)",0
"(93, 208)",0
"(93, 209)",0
"(93, 210)",0
"(93, 211)",0
"(93, 212)",1
"(93, 214)",1
"(93, 215)",1
"(93, 216)",1
"(93, 217)",1
"(93, 218)",0
"(93, 219)",0
"(93, 220)",0
"(93, 222)",0
"(93, 224)",1
"(93, 225)",1
"(93, 231)",1
"(93, 232)",0
"(93, 235)",0
"(93, 237)",0
"(93, 242)",1
"(93, 243)",0
"(93, 244)",1
"(93, 246)",0
"(93, 247)",0
"(93, 248)",0
"(93, 249)",1
"(93, 250)",0
"(93, 251)",1
"(93, 254)",0
"(94, 95)",0
"(94, 98)",1
"(94, 101)",1
"(94, 104)",1
"(94, 105)",1
"(94, 106)",1
"(94, 108)",1
"(94, 109)",1
"(94, 111)",0
"(94, 113)",0
"(94, 114)",1
"(94, 115)",1
"(94, 118)",1
"(94, 120)",0
"(94, 122)",1
"(94, 123)",0
"(94, 124)",1
"(94, 126)",0
"(94, 127)",1
"(94, 128)",1
"(94, 129)",1
"(94, 131)",0
"(94, 132)",1
"(94, 136)",1
"(94, 137)",1
"(94, 138)",0
"(94, 140)",0
"(94, 142)",0
"(94, 145)",1
"(94, 146)",0
"(94, 147)",0
"(94, 149)",1
"(94, 150)",1
"(94, 153)",0
"(94, 154)",1
"(94, 155)",0
"(94, 156)",1
"(94, 158)",1
"(94, 159)",1
"(94, 160)",0
"(94, 162)",1
"(94, 163)",0
"(94, 165)",1
"(94, 166)",0
"(94, 167)",0
"(94, 168)",1
"(94, 171)",0
"(94, 172)",1
"(94, 175)",1
"(94, 176)",0
"(94, 177)",0
"(94, 178)",1
"(94, 179)",1
"(94, 180)",1
"(94, 181)",1
"(94, 182)",0
"(94, 184)",1
"(94, 185)",1
"(94, 186)",1
"(94, 187)",1
"(94, 188)",0
"(94, 189)",0
"(94, 192)",0
"(94, 194)",0
"(94, 195)",1
"(94, 196)",1
"(94, 200)",1
"(94, 201)",0
"(94, 204)",0
"(94, 205)",1
"(94, 210)",0
"(94, 211)",0
"(94, 213)",1
"(94, 216)",1
"(94, 218)",0
"(94, 219)",0
"(94, 222)",0
"(94, 223)",0
"(94, 225)",1
"(94, 226)",0
"(94, 228)",1
"(94, 229)",0
"(94, 230)",0
"(94, 232)",0
"(94, 235)",0
"(94, 236)",1
"(94, 237)",0
"(94, 238)",1
"(94, 239)",0
"(94, 240)",1
"(94, 241)",1
"(94, 243)",0
"(94, 244)",1
"(94, 245)",0
"(94, 246)",1
"(94, 247)",0
"(94, 249)",1
"(94, 250)",0
"(94, 251)",1
"(94, 254)",0
"(95, 97)",0
"(95, 99)",0
"(95, 101)",0
"(95, 103)",0
"(95, 105)",0
"(95, 106)",0
"(95, 108)",0
"(95, 109)",0
"(95, 111)",0
"(95, 112)",0
"(95, 114)",0
"(95, 117)",0
"(95, 119)",0
"(95, 120)",0
"(95, 121)",0
"(95, 122)",0
"(95, 126)",0
"(95, 128)",0
"(95, 129)",0
"(95, 132)",0
"(95, 133)",0
"(95, 134)",0
"(95, 135)",0
"(95, 136)",0
"(95, 137)",0
"(95, 138)",0
"(95, 140)",0
"(95, 142)",0
"(95, 143)",0
"(95, 144)",0
"(95, 145)",0
"(95, 146)",0
"(95, 147)",0
"(95, 149)",0
"(95, 151)",0
"(95, 152)",0
"(95, 153)",0
"(95, 154)",0
"(95, 160)",0
"(95, 162)",0
"(95, 163)",0
"(95, 165)",0
"(95, 166)",0
"(95, 167)",0
"(95, 168)",0
"(95, 169)",0
"(95, 172)",0
"(95, 173)",0
"(95, 174)",0
"(95, 175)",0
"(95, 176)",0
"(95, 179)",0
"(95, 181)",0
"(95, 182)",0
"(95, 184)",0
"(95, 185)",0
"(95, 186)",0
"(95, 187)",0
"(95, 188)",0
"(95, 190)",0
"(95, 195)",0
"(95, 196)",0
"(95, 197)",0
"(95, 198)",0
"(95, 200)",0
"(95, 201)",0
"(95, 202)",0
"(95, 203)",0
"(95, 206)",0
"(95, 207)",0
"(95, 209)",0
"(95, 210)",0
"(95, 212)",0
"(95, 214)",0
"(95, 215)",0
"(95, 217)",0
"(95, 220)",0
"(95, 221)",0
"(95, 222)",0
"(95, 223)",0
"(95, 224)",0
"(95, 226)",0
"(95, 228)",0
"(95, 229)",0
"(95, 231)",0
"(95, 232)",0
"(95, 234)",0
"(95, 235)",0
"(95, 237)",0
"(95, 238)",0
"(95, 241)",0
"(95, 242)",0
"(95, 243)",0
"(95, 244)",0
"(95, 247)",0
"(95, 250)",0
"(95, 251)",0
"(95, 252)",0
"(95, 253)",0
"(95, 254)",0
"(96, 98)",1
"(96, 99)",0
"(96, 100)",1
"(96, 101)",1
"(96, 102)",0
"(96, 103)",1
"(96, 105)",1
"(96, 106)",1
"(96, 109)",1
"(96, 110)",0
"(96, 111)",0
"(96, 112)",1
"(96, 113)",0
"(96, 119)",1
"(96, 121)",1
"(96, 122)",1
"(96, 125)",0
"(96, 127)",1
"(96, 128)",1
"(96, 129)",1
"(96, 131)",0
"(96, 134)",0
"(96, 135)",0
"(96, 137)",1
"(96, 139)",0
"(96, 140)",0
"(96, 141)",1
"(96, 142)",0
"(96, 143)",1
"(96, 144)",1
"(96, 148)",1
"(96, 149)",1
"(96, 151)",1
"(96, 153)",0
"(96, 154)",1
"(96, 155)",0
"(96, 157)",0
"(96, 158)",1
"(96, 159)",1
"(96, 163)",0
"(96, 164)",0
"(96, 165)",1
"(96, 166)",0
"(96, 167)",0
"(96, 171)",0
"(96, 172)",1
"(96, 173)",0
"(96, 174)",1
"(96, 175)",1
"(96, 176)",0
"(96, 177)",0
"(96, 180)",1
"(96, 183)",0
"(96, 184)",1
"(96, 186)",1
"(96, 187)",1
"(96, 188)",0
"(96, 189)",0
"(96, 190)",1
"(96, 191)",0
"(96, 192)",0
"(96, 194)",0
"(96, 199)",0
"(96, 200)",1
"(96, 201)",0
"(96, 202)",0
"(96, 204)",0
"(96, 207)",1
"(96, 209)",0
"(96, 211)",0
"(96, 212)",1
"(96, 213)",1
"(96, 215)",1
"(96, 218)",0
"(96, 221)",1
"(96, 224)",1
"(96, 226)",0
"(96, 229)",0
"(96, 230)",0
"(96, 231)",1
"(96, 232)",0
"(96, 234)",0
"(96, 236)",1
"(96, 237)",0
"(96, 238)",1
"(96, 239)",0
"(96, 240)",1
"(96, 241)",1
"(96, 244)",1
"(96, 245)",0
"(96, 247)",0
"(96, 249)",1
"(96, 250)",0
"(96, 251)",1
"(97, 98)",0
"(97, 99)",0
"(97, 100)",0
"(97, 101)",0
"(97, 102)",0
"(97, 103)",0
"(97, 104)",0
"(97, 106)",0
"(97, 107)",0
"(97, 111)",0
"(97, 113)",0
"(97, 114)",0
"(97, 115)",0
"(97, 116)",0
"(97, 117)",0
"(97, 120)",0
"(97, 122)",0
"(97, 124)",0
"(97, 125)",0
"(97, 129)",0
"(97, 130)",0
"(97, 131)",0
"(97, 135)",0
"(97, 138)",0
"(97, 139)",0
"(97, 140)",0
"(97, 141)",0
"(97, 142)",0
"(97, 143)",0
"(97, 144)",0
"(97, 147)",0
"(97, 149)",0
"(97, 152)",0
"(97, 153)",0
"(97, 154)",0
"(97, 158)",0
"(97, 159)",0
"(97, 161)",0
"(97, 165)",0
"(97, 166)",0
"(97, 167)",0
"(97, 168)",0
"(97, 170)",0
"(97, 172)",0
"(97, 174)",0
"(97, 176)",0
"(97, 177)",0
"(97, 178)",0
"(97, 179)",0
"(97, 180)",0
"(97, 181)",0
"(97, 182)",0
"(97, 184)",0
"(97, 185)",0
"(97, 186)",0
"(97, 187)",0
"(97, 188)",0
"(97, 189)",0
"(97, 193)",0
"(97, 195)",0
"(97, 199)",0
"(97, 202)",0
"(97, 203)",0
"(97, 204)",0
"(97, 207)",0
"(97, 208)",0
"(97, 209)",0
"(97, 212)",0
"(97, 213)",0
"(97, 214)",0
"(97, 215)",0
"(97, 217)",0
"(97, 219)",0
"(97, 221)",0
"(97, 222)",0
"(97, 223)",0
"(97, 224)",0
"(97, 226)",0
"(97, 231)",0
"(97, 232)",0
"(97, 233)",0
"(97, 235)",0
"(97, 236)",0
"(97, 240)",0
"(97, 241)",0
"(97, 243)",0
"(97, 244)",0
"(97, 246)",0
"(97, 247)",0
"(97, 249)",0
"(97, 250)",0
"(97, 251)",0
"(97, 254)",0
"(98, 99)",0
"(98, 100)",1
"(98, 101)",1
"(98, 105)",1
"(98, 107)",0
"(98, 108)",1
"(98, 109)",1
"(98, 111)",0
"(98, 112)",0
"(98, 113)",0
"(98, 114)",1
"(98, 115)",1
"(98, 119)",1
"(98, 122)",1
"(98, 130)",1
"(98, 131)",0
"(98, 132)",1
"(98, 134)",0
"(98, 136)",1
"(98, 140)",0
"(98, 141)",0
"(98, 143)",1
"(98, 144)",1
"(98, 145)",1
"(98, 146)",0
"(98, 147)",0
"(98, 150)",1
"(98, 153)",0
"(98, 156)",1
"(98, 158)",1
"(98, 160)",0
"(98, 161)",1
"(98, 162)",1
"(98, 164)",0
"(98, 165)",1
"(98, 166)",0
"(98, 168)",1
"(98, 170)",1
"(98, 171)",0
"(98, 173)",0
"(98, 174)",1
"(98, 175)",1
"(98, 176)",0
"(98, 179)",1
"(98, 181)",1
"(98, 185)",1
"(98, 187)",1
"(98, 188)",0
"(98, 189)",0
"(98, 190)",1
"(98, 191)",0
"(98, 193)",0
"(98, 199)",1
"(98, 201)",0
"(98, 202)",0
"(98, 203)",0
"(98, 206)",0
"(98, 207)",1
"(98, 208)",0
"(98, 211)",0
"(98, 212)",1
"(98, 213)",1
"(98, 214)",1
"(98, 215)",1
"(98, 216)",1
"(98, 218)",0
"(98, 220)",0
"(98, 221)",1
"(98, 223)",0
"(98, 226)",0
"(98, 228)",0
"(98, 229)",0
"(98, 233)",0
"(98, 235)",0
"(98, 238)",1
"(98, 239)",0
"(98, 240)",1
"(98, 241)",1
"(98, 242)",1
"(98, 244)",0
"(98, 245)",0
"(98, 247)",0
"(98, 248)",0
"(98, 251)",1
"(98, 252)",0
"(98, 254)",0
"(99, 101)",0
"(99, 102)",0
"(99, 103)",0
"(99, 104)",0
"(99, 105)",0
"(99, 107)",0
"(99, 108)",0
"(99, 109)",0
"(99, 110)",0
"(99, 111)",0
"(99, 116)",0
"(99, 117)",0
"(99, 120)",0
"(99, 123)",0
"(99, 124)",0
"(99, 125)",0
"(99, 127)",0
"(99, 129)",0
"(99, 130)",0
"(99, 131)",0
"(99, 132)",0
"(99, 133)",0
"(99, 134)",0
"(99, 135)",0
"(99, 137)",0
"(99, 138)",0
"(99, 140)",0
"(99, 142)",0
"(99, 145)",0
"(99, 149)",0
"(99, 150)",0
"(99, 151)",0
"(99, 153)",0
"(99, 158)",0
"(99, 159)",0
"(99, 161)",0
"(99, 162)",0
"(99, 163)",0
"(99, 164)",0
"(99, 165)",0
"(99, 166)",0
"(99, 167)",0
"(99, 169)",0
"(99, 170)",0
"(99, 171)",0
"(99, 173)",0
"(99, 174)",0
"(99, 178)",0
"(99, 179)",0
"(99, 180)",0
"(99, 181)",0
"(99, 182)",0
"(99, 184)",0
"(99, 185)",0
"(99, 189)",0
"(99, 191)",0
"(99, 192)",0
"(99, 196)",0
"(99, 197)",0
"(99, 201)",0
"(99, 206)",0
"(99, 209)",0
"(99, 211)",0
"(99, 215)",0
"(99, 216)",0
"(99, 218)",0
"(99, 221)",0
"(99, 222)",0
"(99, 223)",0
"(99, 224)",0
"(99, 226)",0
"(99, 227)",0
"(99, 230)",0
"(99, 231)",0
"(99, 233)",0
"(99, 238)",0
"(99, 239)",0
"(99, 240)",0
"(99, 241)",0
"(99, 243)",0
"(99, 245)",0
"(99, 247)",0
"(99, 248)",0
"(99, 251)",0
"(100, 102)",0
"(100, 104)",1
"(100, 107)",0
"(100, 108)",1
"(100, 109)",1
"(100, 110)",0
"(100, 111)",0
"(100, 112)",1
"(100, 114)",1
"(100, 118)",1
"(100, 121)",1
"(100, 125)",0
"(100, 126)",0
"(100, 127)",1
"(100, 128)",1
"(100, 129)",1
"(100, 130)",1
"(100, 134)",0
"(100, 138)",0
"(100, 140)",0
"(100, 143)",1
"(100, 144)",1
"(100, 145)",1
"(100, 148)",1
"(100, 149)",1
"(100, 151)",1
"(100, 152)",1
"(100, 155)",0
"(100, 157)",0
"(100, 159)",1
"(100, 161)",1
"(100, 162)",1
"(100, 164)",0
"(100, 165)",1
"(100, 168)",1
"(100, 170)",1
"(100, 171)",0
"(100, 172)",1
"(100, 177)",0
"(100, 179)",1
"(100, 180)",1
"(100, 182)",0
"(100, 184)",1
"(100, 186)",1
"(100, 187)",1
"(100, 188)",0
"(100, 190)",1
"(100, 191)",0
"(100, 192)",0
"(100, 194)",0
"(100, 197)",1
"(100, 198)",1
"(100, 199)",1
"(100, 200)",1
"(100, 201)",0
"(100, 203)",0
"(100, 204)",0
"(100, 205)",1
"(100, 208)",0
"(100, 209)",0
"(100, 210)",0
"(100, 212)",1
"(100, 213)",1
"(100, 216)",1
"(100, 217)",1
"(100, 220)",0
"(100, 221)",1
"(100, 223)",0
"(100, 225)",1
"(100, 227)",0
"(100, 228)",1
"(100, 229)",0
"(100, 233)",0
"(100, 234)",0
"(100, 236)",1
"(100, 240)",1
"(100, 241)",1
"(100, 244)",1
"(100, 245)",0
"(100, 247)",0
"(100, 248)",0
"(100, 249)",1
"(100, 251)",1
"(100, 254)",0
"(101, 102)",0
"(101, 103)",1
"(101, 104)",1
"(101, 105)",1
"(101, 106)",1
"(101, 107)",0
"(101, 108)",1
"(101, 109)",1
"(101, 110)",0
"(101, 112)",1
"(101, 113)",0
"(101, 114)",1
"(101, 116)",0
"(101, 118)",1
"(101, 120)",0
"(101, 121)",1
"(101, 122)",1
"(101, 123)",0
"(101, 124)",1
"(101, 125)",0
"(101, 127)",1
"(101, 129)",1
"(101, 132)",1
"(101, 135)",0
"(101, 136)",1
"(101, 138)",0
"(101, 139)",0
"(101, 140)",0
"(101, 141)",1
"(101, 142)",0
"(101, 143)",1
"(101, 144)",1
"(101, 150)",1
"(101, 151)",1
"(101, 152)",1
"(101, 153)",0
"(101, 156)",1
"(101, 157)",0
"(101, 158)",1
"(101, 159)",1
"(101, 160)",0
"(101, 161)",1
"(101, 162)",1
"(101, 163)",0
"(101, 167)",0
"(101, 168)",1
"(101, 169)",1
"(101, 170)",1
"(101, 173)",0
"(101, 174)",1
"(101, 175)",1
"(101, 176)",0
"(101, 179)",1
"(101, 182)",0
"(101, 183)",0
"(101, 184)",1
"(101, 185)",1
"(101, 186)",1
"(101, 188)",0
"(101, 189)",0
"(101, 191)",0
"(101, 192)",0
"(101, 195)",1
"(101, 196)",1
"(101, 197)",1
"(101, 201)",0
"(101, 202)",0
"(101, 203)",0
"(101, 206)",1
"(101, 208)",0
"(101, 210)",0
"(101, 211)",0
"(101, 213)",1
"(101, 214)",1
"(101, 215)",1
"(101, 216)",1
"(101, 217)",0
"(101, 218)",0
"(101, 220)",0
"(101, 222)",0
"(101, 223)",0
"(101, 225)",1
"(101, 226)",0
"(101, 230)",0
"(101, 231)",1
"(101, 232)",0
"(101, 233)",0
"(101, 234)",0
"(101, 236)",1
"(101, 238)",1
"(101, 239)",0
"(101, 240)",1
"(101, 241)",1
"(101, 242)",1
"(101, 245)",0
"(101, 246)",1
"(101, 249)",1
"(101, 251)",1
"(101, 253)",0
"(102, 103)",0
"(102, 104)",0
"(102, 105)",0
"(102, 106)",0
"(102, 107)",0
"(102, 112)",0
"(102, 113)",0
"(102, 114)",0
"(102, 115)",0
"(102, 116)",0
"(102, 117)",0
"(102, 119)",0
"(102, 120)",0
"(102, 123)",0
"(102, 124)",0
"(102, 126)",0
"(102, 127)",0
"(102, 128)",0
"(102, 131)",0
"(102, 132)",0
"(102, 133)",0
"(102, 135)",0
"(102, 136)",0
"(102, 137)",0
"(102, 139)",0
"(102, 145)",0
"(102, 146)",0
"(102, 147)",0
"(102, 148)",0
"(102, 149)",0
"(102, 150)",0
"(102, 151)",0
"(102, 152)",0
"(102, 155)",0
"(102, 157)",0
"(102, 158)",0
"(102, 160)",0
